Data Source,World Development Indicators,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Last Updated Date,2020-05-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
Mauritania,MRT,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3579385945,3766598986,3924635826,4253601966,4211461035,4721996930,5088253994,4966642084,5162059086,5640478044,5741749811,5985560799,6120672022,6607043293,7174876936,8061961288,9873187444,10424092588,10741621473,10710720411,11352782383,12135129157,12795353383,14101068949,13766272238,13288492735,14304429692,15785980091,16745263958,
Mauritius,MUS,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5237260909,5654523850,6160039718,6626462619,7047895302,7504209481,8068615327,8674563727,9304840311,9685634617,10714407616,11315956444,11680582117,12602481622,13502148250,14170214943,15309357187,16620931040,17857009377,18589628805,19629432102,20856589153,21336599016,22512951399,23318691395,24281036130,26158868098,27081834229,28788449604,
Malawi,MWI,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4412425817,4959885310,4700920691,5278698978,4839328071,5767338137,6302644184,6654470785,6991494173,7308209280,7589340383,7369958309,7613804655,8197684020,8874701323,9450268932,10193857320,11472591259,12589272656,13741688331,14857433209,15904043611,15962658908,17592202396,17580251179,17058288784,17633217118,18333705241,19437615929,
Malaysia,MYS,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.22935E+11,1.39223E+11,1.55048E+11,1.74427E+11,1.94563E+11,2.18168E+11,2.44385E+11,2.66803E+11,2.4995E+11,2.69121E+11,2.99511E+11,3.07665E+11,3.29381E+11,3.54918E+11,3.89197E+11,4.22719E+11,4.59834E+11,5.01928E+11,5.36415E+11,5.32324E+11,5.78512E+11,6.21862E+11,6.6816E+11,6.91883E+11,7.34854E+11,7.50758E+11,7.83928E+11,8.28897E+11,8.89349E+11,
North America,NAC,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.52289E+12,6.72471E+12,7.10516E+12,7.47325E+12,7.94329E+12,8.32758E+12,8.78485E+12,9.33249E+12,9.8559E+12,1.04767E+13,1.11532E+13,1.15189E+13,1.19071E+13,1.2481E+13,1.32966E+13,1.42078E+13,1.50561E+13,1.57535E+13,1.60562E+13,1.57576E+13,1.63569E+13,1.6974E+13,1.76654E+13,1.8339E+13,1.91433E+13,1.98147E+13,2.03885E+13,2.12641E+13,2.24017E+13,
Namibia,NAM,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5235746450,5854795413,6418734547,6467023791,6719379865,7127756964,7489903275,7940590420,8294276504,8697521631,9202475793,9515103350,10128463045,10753959102,12398463387,13108026225,14459913156,15646303467,16373306774,16546958336,17750728454,19044152170,20544753086,22768873555,24504202490,25316900567,25889133818,25725068018,26207750089,
New Caledonia,NCL,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Niger,NER,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4547714671,4819242569,4607868661,4785412577,5083326188,5325151474,5608062319,5861874574,6545667380,6602407407,6654860618,7283984147,7621110536,8174061831,8402519039,9054144032,9869173136,10453169111,11678209532,11683375909,12808126819,13374195063,15223163308,15675031670,16686334341,17090934604,17380936425,18286922155,19946815402,
Nigeria,NGA,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.96055E+11,2.03412E+11,2.17682E+11,2.18305E+11,2.1892E+11,2.23348E+11,2.3698E+11,2.48147E+11,2.57418E+11,2.6266E+11,2.82001E+11,3.0524E+11,3.57599E+11,3.91001E+11,4.38672E+11,4.8146E+11,5.26086E+11,5.75825E+11,6.26734E+11,6.82267E+11,7.45473E+11,8.01441E+11,8.34485E+11,8.98283E+11,9.71722E+11,9.82562E+11,9.73236E+11,9.907E+11,1.03449E+12,
Nicaragua,NIC,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8244258180,8506926275,8734406544,8906215334,9400009570,10164484328,11007268958,11641226286,12209199113,13256914390,14109168878,14845556425,15194074779,15866357967,17159053228,18451256036,19798970029,21362781178,22526699749,21951020427,23185868396,25165569567,26496729014,27953036014,30354462735,32943914070,35892645790,38334872386,37717217525,
Netherlands,NLD,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.86171E+11,3.03065E+11,3.1526E+11,3.26788E+11,3.43649E+11,3.61787E+11,3.80057E+11,4.06006E+11,4.35222E+11,4.62797E+11,5.07749E+11,5.32643E+11,5.56285E+11,5.53483E+11,5.82518E+11,6.14044E+11,6.69607E+11,7.1905E+11,7.63408E+11,7.37252E+11,7.48923E+11,7.77881E+11,7.92042E+11,8.27476E+11,8.30319E+11,8.52113E+11,8.90399E+11,9.48181E+11,9.91942E+11,
Norway,NOR,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78158606332,83294247331,88237563481,92898287561,99678703786,1.05998E+11,1.17322E+11,1.25983E+11,1.24905E+11,1.36334E+11,1.65943E+11,1.70532E+11,1.72361E+11,1.75982E+11,1.95208E+11,2.20982E+11,2.5212E+11,2.63112E+11,2.94278E+11,2.67596E+11,2.83373E+11,3.07472E+11,3.27988E+11,3.40138E+11,3.38506E+11,3.13315E+11,3.08491E+11,3.32135E+11,3.59299E+11,
Nepal,NPL,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14213811024,15630254443,16642922410,17693148071,19555674668,20658225705,22157367849,23677376893,24666111003,26126365882,28366459776,30380081160,30897698977,32713061170,35166828954,37523884917,39960175516,42433503851,45899690623,48346137998,51265175555,54126905679,58734430306,63248265384,69772988180,71140009739,70419523316,85624913438,93550062147,
Nauru,NRU,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37560838.83,51471090.95,56354701.8,64736887.98,73811384.02,82814782.51,113100432,157330601.7,163478392.6,182453748.3,193646253,209670092.7,
New Zealand,NZL,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49471987731,50892513206,52669585172,57000804043,61865976171,65778060902,68906785241,72362062300,73785919575,78923926226,83014452837,87312570210,92024844754,96525529814,1.02518E+11,1.06148E+11,1.16161E+11,1.24123E+11,1.272E+11,1.32085E+11,1.35979E+11,1.43508E+11,1.45406E+11,1.6089E+11,1.68034E+11,1.72225E+11,1.87315E+11,1.96178E+11,2.0426E+11,
OECD members,OED,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.81289E+13,1.89953E+13,1.98694E+13,2.05801E+13,2.16692E+13,2.27308E+13,2.3919E+13,2.52138E+13,2.60827E+13,2.73149E+13,2.92091E+13,3.03318E+13,3.15171E+13,3.26563E+13,3.4628E+13,3.6517E+13,3.9206E+13,4.13968E+13,4.27813E+13,4.19595E+13,4.38018E+13,4.58265E+13,4.73514E+13,4.93161E+13,5.11075E+13,5.29107E+13,5.50003E+13,5.75285E+13,5.98885E+13,
Oman,OMN,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42706333033,46832296360,51929774850,56372582709,59807880269,64113106158,67275640885,72564814582,75320534863,76312652850,82232678195,87803283230,88210505571,87450625391,90965363183,96134903891,1.04365E+11,1.1194E+11,1.23475E+11,1.32021E+11,1.39977E+11,1.41316E+11,1.54955E+11,1.57555E+11,1.56105E+11,1.32598E+11,1.29119E+11,1.35696E+11,1.41454E+11,
Other small states,OSS,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.34021E+11,2.50451E+11,2.67156E+11,2.8434E+11,3.20051E+11,3.48683E+11,4.01252E+11,4.56853E+11,5.07834E+11,5.29146E+11,5.84582E+11,6.45225E+11,6.8706E+11,7.09565E+11,7.21426E+11,6.2687E+11,6.24647E+11,6.94658E+11,7.26592E+11,
Pakistan,PAK,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.08202E+11,2.26137E+11,2.49114E+11,2.59498E+11,2.74945E+11,2.94641E+11,3.14578E+11,3.23248E+11,3.35223E+11,3.52509E+11,3.75743E+11,3.91597E+11,4.10617E+11,4.38512E+11,4.835E+11,5.36787E+11,5.87195E+11,6.32109E+11,6.55368E+11,6.79064E+11,6.98014E+11,7.3218E+11,7.52635E+11,7.84879E+11,8.27724E+11,8.72078E+11,8.98082E+11,9.50382E+11,1.03029E+12,
Panama,PAN,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12465971896,14101418774,15605687268,16847008358,17697173595,18384751222,19485158497,21101802006,22905932480,24146876667,25357009478,26062008987,27064398754,28726339909,31718705895,35058757295,39244952269,45128629106,50540676374,51558979148,55199558082,62728208418,70450863061,79824325956,89326179707,1.00475E+11,1.12434E+11,1.25201E+11,1.32967E+11,
Peru,PER,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74191065309,78402198175,79755484050,85926239480,98563046471,1.08088E+11,1.13148E+11,1.22554E+11,1.23448E+11,1.27102E+11,1.33445E+11,1.37214E+11,1.46986E+11,1.55951E+11,1.6809E+11,1.8422E+11,2.04084E+11,2.27418E+11,2.53001E+11,2.57723E+11,2.82452E+11,3.06596E+11,3.17798E+11,3.36366E+11,3.46336E+11,3.52606E+11,3.71502E+11,3.93259E+11,4.18859E+11,
Philippines,PHL,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.59034E+11,1.63461E+11,1.67751E+11,1.7536E+11,1.86963E+11,1.99814E+11,2.15367E+11,2.30441E+11,2.31691E+11,2.4228E+11,2.58622E+11,2.71944E+11,2.86317E+11,3.06129E+11,3.35426E+11,3.62399E+11,3.92942E+11,4.30195E+11,4.56775E+11,4.65543E+11,5.06913E+11,5.36441E+11,5.84491E+11,6.26217E+11,6.69238E+11,7.01101E+11,7.64238E+11,8.15455E+11,8.87474E+11,
Palau,PLW,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,188945252,205459834.3,215923164.1,213695587.7,230365620,247181158.5,250854266.2,261052322.3,251267338.5,237336886.2,240796314.1,257787282.6,267568959.8,268414234.5,285453290.8,317573085.3,323603535.2,318154002.8,331462431.8,
Papua New Guinea,PNG,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6643330891,7523672292,8760834990,10600858217,11470592308,11323186711,12422252920,12143084458,11816919397,12209967621,12171489234,12423375327,12599830620,13111558521,13830943544,15166649628,16470960958,18235232457,18534820469,19946175555,22222378559,22937846458,24466489957,25848109366,29904167633,33090247891,34816199005,36733131213,37319091772,
Poland,POL,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.35291E+11,2.26182E+11,2.37155E+11,2.5185E+11,2.70842E+11,2.95745E+11,3.18665E+11,3.44761E+11,3.66198E+11,3.87469E+11,4.07662E+11,4.24633E+11,4.50394E+11,4.68286E+11,5.09395E+11,5.30344E+11,5.77445E+11,6.3992E+11,6.981E+11,7.34839E+11,8.01337E+11,8.6977E+11,9.07167E+11,9.40325E+11,9.73566E+11,1.02016E+12,1.07391E+12,1.14469E+12,1.20592E+12,
Pre-demographic dividend,PRE,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.6572E+11,6.03695E+11,6.39267E+11,6.60748E+11,6.77386E+11,7.13086E+11,7.69522E+11,8.33588E+11,9.16184E+11,9.80084E+11,1.03115E+12,1.10384E+12,1.17871E+12,1.18213E+12,1.37958E+12,1.51459E+12,1.67161E+12,1.82544E+12,1.98697E+12,2.10393E+12,2.26379E+12,2.41852E+12,2.57405E+12,2.76308E+12,2.92009E+12,2.85896E+12,2.89545E+12,3.08244E+12,3.22877E+12,
Puerto Rico,PRI,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47478868757,50215586713,53704048835,57529844255,61217923457,65344748548,68080800511,72634473402,77514417222,82871686657,87496409805,95060805328,97449415871,99312168339,1.10908E+11,1.12091E+11,1.13855E+11,1.15554E+11,1.15629E+11,1.14236E+11,1.1509E+11,1.17073E+11,1.18421E+11,1.19192E+11,1.19065E+11,1.18146E+11,1.17009E+11,1.15158E+11,1.12177E+11,
"Korea, Dem. People’s Rep.",PRK,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Portugal,PRT,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.17386E+11,1.26657E+11,1.30955E+11,1.31318E+11,1.35417E+11,1.44177E+11,1.49902E+11,1.59554E+11,1.69541E+11,1.81041E+11,1.94312E+11,2.02418E+11,2.12109E+11,2.1784E+11,2.24967E+11,2.38691E+11,2.59405E+11,2.71021E+11,2.81543E+11,2.79893E+11,2.88436E+11,2.82621E+11,2.77992E+11,2.92135E+11,2.98952E+11,3.07312E+11,3.26331E+11,3.40797E+11,3.52448E+11,
Paraguay,PRY,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22770977066,24363477312,25341426421,27222418095,29282298750,31936066924,33032634088,35027826572,35446172300,35466731151,35420483179,35895498870,36455475848,38736889072,41393799920,43593834857,47072097594,50957212771,55251859054,55529450973,62436669856,66449333934,64373077041,72186243194,75401005113,76727253820,81531887209,86486123430,91850109185,
West Bank and Gaza,PSE,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1660859580,1816271902,1766194352,1906256766,2000630438,2017290861,1914787944,1720419527,1357604819,1640227567,1888501738,2154874271,2148762668,2550964577,3158567117,3155542407,3629264291,4352302987,4746539845,5294882400,5834421214,5880583141,6183424200,7122106882,,
Pacific island small states,PSS,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4799713563,4926246577,5315679947,5591605083,5986569077,6330617996,6674640378,6683258699,6880403978,7394730769,7471842024,7750725580,8060403319,8355833875,8953065753,9401818419,9905114237,10250116278,10618665661,10540966129,10980201930,11643347447,12324292190,13055436794,14838333895,15993973982,16505319439,17531511179,18550379379,
Post-demographic dividend,PST,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.72659E+13,1.80457E+13,1.87851E+13,1.94104E+13,2.03849E+13,2.13707E+13,2.2392E+13,2.35196E+13,2.44454E+13,2.56319E+13,2.73873E+13,2.84998E+13,2.96384E+13,3.07381E+13,3.25663E+13,3.43312E+13,3.67339E+13,3.87557E+13,3.99622E+13,3.90986E+13,4.06697E+13,4.23176E+13,4.36317E+13,4.53811E+13,4.68609E+13,4.83011E+13,5.01262E+13,5.23445E+13,5.45109E+13,
French Polynesia,PYF,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Qatar,QAT,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57364501554,60907973227,66315090346,70059331207,85772617323,95071309071,1.23582E+11,1.49725E+11,1.79599E+11,2.02606E+11,2.45125E+11,2.83716E+11,3.08847E+11,3.20291E+11,3.17003E+11,2.36414E+11,2.18289E+11,2.59008E+11,2.69279E+11,
Romania,ROU,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.22289E+11,1.10093E+11,1.0273E+11,1.06772E+11,1.13339E+11,1.22929E+11,1.29726E+11,1.2545E+11,1.24786E+11,1.25765E+11,1.31298E+11,1.44333E+11,1.55641E+11,1.62923E+11,1.92683E+11,2.04714E+11,2.44635E+11,2.85801E+11,3.4467E+11,3.39074E+11,3.43774E+11,3.60794E+11,3.79729E+11,3.95625E+11,4.10589E+11,4.28645E+11,4.79083E+11,5.34706E+11,5.65711E+11,
Russian Federation,RUS,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.18788E+12,1.16607E+12,1.01934E+12,9.53034E+11,8.51032E+11,8.32875E+11,8.17527E+11,8.4311E+11,8.07029E+11,8.70676E+11,1.00058E+12,1.07459E+12,1.1679E+12,1.33866E+12,1.47334E+12,1.69673E+12,2.13319E+12,2.37745E+12,2.8782E+12,2.7686E+12,2.927E+12,3.26846E+12,3.48339E+12,3.74938E+12,3.76489E+12,3.52653E+12,3.55504E+12,3.82951E+12,4.19294E+12,
Rwanda,RWA,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3859716491,3889912823,4212210291,3962361806,2013447409,2779755407,3191440080,3696101461,4068812491,4305966817,4770731866,5289029425,6081458144,6330820291,6985452163,7878540472,8987890037,9933829423,11257362128,12051931735,13086635010,14423239082,15302794300,16307218668,18416509251,19927505404,21433182991,23376905694,26007347991,
South Asia,SAS,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.41002E+12,1.48626E+12,1.60789E+12,1.7173E+12,1.8596E+12,2.03012E+12,2.20863E+12,2.33034E+12,2.48717E+12,2.7177E+12,2.8914E+12,3.08133E+12,3.24607E+12,3.54494E+12,3.91561E+12,4.34975E+12,4.82622E+12,5.31611E+12,5.59252E+12,6.03211E+12,6.56375E+12,7.04105E+12,7.68952E+12,8.10623E+12,8.51412E+12,8.98711E+12,9.6479E+12,1.03486E+13,1.13052E+13,
Saudi Arabia,SAU,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.20905E+11,6.19341E+11,6.58715E+11,6.65126E+11,6.83124E+11,6.98927E+11,7.30496E+11,7.51295E+11,7.81733E+11,7.63176E+11,8.24128E+11,8.32008E+11,8.21342E+11,9.30645E+11,1.03176E+12,1.1232E+12,1.18946E+12,1.24397E+12,1.34742E+12,1.32974E+12,1.41302E+12,1.58675E+12,1.66067E+12,1.66614E+12,1.72068E+12,1.52816E+12,1.46031E+12,1.56589E+12,1.64308E+12,
Sudan,SDN,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29140532743,32388730874,35305878017,37793627604,38989075483,42193849797,45509668928,51186244318,53992539187,56472263247,61398453086,66823845313,72243727703,79276889858,84572638649,93738605588,1.06295E+11,1.21727E+11,1.33776E+11,1.39166E+11,1.45672E+11,1.45788E+11,1.41269E+11,1.50144E+11,1.69616E+11,1.83228E+11,1.64862E+11,1.78052E+11,1.78156E+11,
Senegal,SEN,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11112619984,11782045643,12200293465,12651811664,12919736555,13898118118,14437364906,15145127109,16219005033,17497477688,18460884436,19730037152,20173356111,21921263901,23833025651,25957189384,27400997578,29526609531,31321948251,32221147966,33757939112,34965716069,37116878051,37935183193,40132641475,43319169485,46131068925,49725239803,54383036832,
Singapore,SGP,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72681214127,80164773950,87435625246,99767321062,1.13206E+11,1.23903E+11,1.35598E+11,1.49412E+11,1.47777E+11,1.58491E+11,1.76681E+11,1.78626E+11,1.88555E+11,2.00768E+11,2.26418E+11,2.50652E+11,2.81492E+11,3.15132E+11,3.27264E+11,3.30158E+11,3.82521E+11,4.14967E+11,4.35968E+11,4.48148E+11,4.61713E+11,4.81393E+11,5.00329E+11,5.27445E+11,5.57255E+11,
Solomon Islands,SLB,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,381082010.6,417623892.4,481347282.1,512345816.7,571396343.9,631352151.8,653232304.8,654930002.2,674115944.9,680548594.7,596494347.1,560942431.3,553860370.9,600815591.1,647213320.5,703553257,775196609.2,854289266.3,932795274.6,895370415.1,967480307,1118021984,1191371039,1248863341,1301122671,1348467487,1407121709,1486829570,1581757114,
Sierra Leone,SLE,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3353893310,3548863643,2939619999,3050631708,3055098150,2869633426,2973427070,2846936447,2930369490,2913840472,3177161973,3040823197,3904932068,4347875139,4759522725,5128879258,5507285057,6110932419,6566100375,6827083515,7275897100,7896957783,9454923697,12006987883,12557930464,11387787551,11709689183,12300546132,13034404101,
El Salvador,SLV,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15366953002,16124028990,17648860594,19118373391,20442379587,21859256239,22441517599,23544156718,24441087291,25329646370,26187486562,26996676641,27857231012,28817842607,29857296434,31620891147,33992623971,35555209946,37178655425,36680582628,37888860798,40156772372,40813353995,43097834028,45531100510,48054128740,51012015530,53894859689,56609407940,
San Marino,SMR,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1314403153,1429058982,1580105824,1651141921,1781033038,1815383738,1920845636,2063043227,2177955973,2330379160,2563604590,2656596646,2333551990,2250839447,2080937193,1960753778,1934656845,1953517124,1986253337,2052148940,2122523062,,
Somalia,SOM,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Serbia,SRB,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37221549188,38822674890,42329573129,43846382417,39076704174,43050077753,46055038276,50983050501,53845205201,60186836157,68319067305,75574887066,82855279698,92848775951,91846808063,93380309842,99446229384,1.00311E+11,1.04805E+11,1.04531E+11,1.05878E+11,1.11749E+11,1.16542E+11,1.23012E+11,
Sub-Saharan Africa (excluding high income),SSA,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.56187E+11,8.89414E+11,9.07735E+11,9.22576E+11,9.52403E+11,1.00539E+12,1.07688E+12,1.13557E+12,1.17706E+12,1.22157E+12,1.29247E+12,1.38007E+12,1.49105E+12,1.58579E+12,1.73661E+12,1.9025E+12,2.08196E+12,2.28117E+12,2.45454E+12,2.55791E+12,2.73785E+12,2.92416E+12,3.04104E+12,3.28789E+12,3.52142E+12,3.61143E+12,3.7E+12,3.88206E+12,4.08809E+12,
South Sudan,SSD,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25429212286,26914895405,28724297428,27963579016,15364070626,21737660666,15784928974,,,,,
Sub-Saharan Africa,SSF,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.5681E+11,8.90076E+11,9.08461E+11,9.23367E+11,9.53204E+11,1.0062E+12,1.07775E+12,1.13655E+12,1.17814E+12,1.22269E+12,1.29363E+12,1.38123E+12,1.49224E+12,1.58693E+12,1.73775E+12,1.90378E+12,2.0834E+12,2.2828E+12,2.45617E+12,2.55953E+12,2.73959E+12,2.92607E+12,3.04294E+12,3.28991E+12,3.5236E+12,3.61367E+12,3.70244E+12,3.88464E+12,4.09082E+12,
Small states,SST,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.01977E+11,3.21386E+11,3.41924E+11,3.65108E+11,4.06584E+11,4.41066E+11,5.02903E+11,5.64561E+11,6.19349E+11,6.37759E+11,6.962E+11,7.60697E+11,8.03612E+11,8.29266E+11,8.44439E+11,7.49667E+11,7.48317E+11,8.22895E+11,8.60062E+11,
Sao Tome and Principe,STP,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,266621135.8,277275948.4,300990371.9,320938842.6,354411735.7,398421554.8,422435556.1,465906436.6,480848652.8,518907733.3,553046567.5,558088225.6,638535102.7,747711596.2,765861051.2,790877443.2,810905102.7,852734705.6,
Suriname,SUR,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2680899422,2846393009,2922904738,2791682100,2948239106,3010058706,3095825562,3328714611,3443602155,3444414506,3595363147,3828542195,3997995513,4328793310,4823186977,5197230696,5664725377,6114225612,6491420321,6738030908,7168881187,7746725932,8546073857,9204429053,9550249450,8987191079,8120628096,8912369715,9302930582,
Slovak Republic,SVK,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37999832155,39712359933,43077430360,46550599317,50459305708,54278281462,57262506195,57813914071,61328111774,66651011241,71578545707,76117131517,81725881901,89400253225,1.01504E+11,1.13944E+11,1.27627E+11,1.24441E+11,1.35711E+11,1.40627E+11,1.45645E+11,1.51397E+11,1.57095E+11,1.62302E+11,1.61032E+11,1.68104E+11,1.77655E+11,
