Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Nicaragua,NIC,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3454.276813,3371.688303,3309.533843,3224.146151,3261.229742,3384.849574,3531.730355,3606.348771,3676.998483,3872.316688,3968.908777,4026.012337,3998.8841,4043.296504,4200.289347,4320.762339,4438.901938,4600.55622,4693.679079,4477.429659,4611.791281,4837.54549,5083.37868,5263.50449,5443.325635,5630.347712,5811.893399,6004.031789,5694.875776
Netherlands,NLD,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36633.02724,37231.99727,37581.98363,37790.28165,38675.39359,39684.03756,40883.40958,42434.27335,44140.34455,46054.87656,47645.39933,48387.45648,48184.05121,48031.89095,48815.38142,49700.25743,51337.85601,53158.99431,54101.69285,51850.50054,52277.88345,52841.76745,52104.139,51883.12437,52432.6192,53223.44265,54101.26516,55347.91239,56454.92521
Norway,NOR,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41406.27748,42480.64097,43745.84465,44723.55426,46717.75693,48407.16194,50583.99653,52969.16543,54036.60283,54748.10646,56137.23112,57012.71867,57526.19595,57710.26095,59647.50141,60798.02905,61757.65454,62952.06579,62468.51908,60620.3345,60290.07836,60097.15496,60916.24897,60806.46811,61308.76373,61895.79561,62010.33977,62940.5875,63332.79989
Nepal,NPL,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1409.069558,1460.181278,1479.519171,1495.111576,1575.586045,1589.798595,1635.523711,1680.482652,1695.651878,1736.428724,1810.877865,1866.151642,1839.790731,1885.284381,1947.285711,1989.585178,2031.107696,2075.251323,2178.487622,2258.862101,2356.292316,2434.377011,2555.643528,2668.276651,2829.233394,2911.548304,2902.249217,3099.306082,3251.41838
Nauru,NRU,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4454.430131,5957.950756,6442.625924,7267.395809,8074.589395,8697.056647,11088.09063,13819.90939,13499.59204,14247.97212,15039.31757,16111.78286
New Zealand,NZL,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27289.35428,25715.1164,25727.22129,27061.28442,28070.77101,28969.0036,29546.6517,29757.4077,29728.12236,31185.74494,31903.16476,32816.05409,33760.35033,34611.01423,35475.99519,36242.87831,36822.01765,37579.47363,36885.95279,36440.99022,36592.82488,37162.53485,37782.06214,38458.46311,39289.49146,39936.31787,40532.40123,40922.38722,41648.20565
OECD members,OED,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29987.41253,30113.5977,30493.82419,30643.25889,31349.8339,31943.59096,32723.26715,33667.085,34419.35894,35305.22525,36506.30015,36744.1193,37079.07599,37594.8584,38576.70482,39430.52014,40419.57994,41241.30011,41069.56247,39380.08469,40303.28169,40923.88196,41207.73778,41578.22566,42200.11182,43006.49249,43521.24803,44390.52965,45185.77875
Oman,OMN,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26975.66956,27381.13878,28345.24694,28769.57698,28823.07521,29496.41771,29954.87581,31577.14779,32381.26826,32297.25314,33845.58551,34946.82921,33971.64779,32353.9831,31976.67849,31915.18375,32723.94803,33198.25407,34695.561,35213.40751,34900.16096,32287.34355,32808.79517,31816.89312,30561.64861,30209.68114,30214.06653,29082.37958,28593.18435
Other small states,OSS,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13892.32732,14266.23516,14680.30358,15102.09078,16137.86758,16699.67215,17951.35237,19189.00934,20043.08393,19862.07424,20930.02546,21952.97429,22279.81757,22529.18974,22798.10145,22908.26662,22975.38325,23027.1008,23045.90468
Pakistan,PAK,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2931.92328,2993.271187,3135.273749,3103.856158,3132.220847,3196.978761,3257.893511,3197.827504,3187.309113,3213.843539,3263.21216,3245.040861,3269.683548,3348.791219,3513.58525,3697.099143,3836.492751,3931.175834,3908.598985,3930.508221,3906.87404,3928.510867,3980.71998,4069.222419,4171.253136,4278.346454,4421.670378,4571.414491,4739.492241
Panama,PAN,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10766.18217,11536.66697,12226.82848,12630.94305,12726.99285,12687.34434,12937.55903,13495.36023,14195.62041,14459.35886,14562.17185,14364.60499,14407.17565,14733.02245,15549.03732,16362.61232,17456.27931,19197.25849,20714.24141,20602.51707,21423.28884,23436.60654,25290.79053,26579.80428,27454.96442,28537.53944,29445.89325,30486.48191,31076.99411
Peru,PER,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5249.200384,5258.261357,5128.635268,5295.799138,5837.089222,6154.169445,6210.222893,6492.54991,6354.435313,6345.50102,6422.480568,6380.338617,6653.394116,6861.828363,7136.35492,7519.02772,8017.254736,8629.263924,9341.232335,9368.048066,10066.46965,10616.84225,11176.08747,11724.0032,11877.08406,12110.26888,12403.68875,12506.53017,12782.37633
Philippines,PHL,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4104.960778,3980.909929,3898.187434,3886.611063,3962.708255,4052.811915,4192.546977,4311.570949,4192.492789,4228.054588,4320.272688,4351.503837,4416.344911,4541.7034,4751.010594,4884.828392,5049.545914,5292.320978,5421.354713,5393.880373,5709.62986,5819.298893,6103.350185,6424.853498,6708.300561,7003.769515,7373.930637,7753.439457,8123.335813
Palau,PLW,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13673.45889,14338.5494,14644.50989,14105.62918,14764.11174,15430.05476,15386.84495,15904.41214,15380.67104,14748.42778,15062.89727,15982.73259,16373.91188,16173.52731,16861.70802,18519.56947,18603.92206,17865.79081,18070.03845
Papua New Guinea,PNG,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2440.090497,2610.986234,2904.560556,3354.981741,3472.518609,3278.913759,3447.950375,3232.79096,3035.634969,3019.264248,2877.773107,2813.164676,2751.590542,2754.784727,2771.467581,2883.482576,2969.974804,3126.073597,3041.887418,3172.097078,3414.185654,3377.300483,3461.030291,3520.802027,3917.991441,4204.352998,4289.048219,4353.283357,4233.127756
Poland,POL,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11314.25821,10483.24959,10713.99282,11086.27008,11648.43882,12441.32462,13184.80895,14027.2778,14669.36077,15351.59198,16220.02911,16426.98035,16770.12242,17379.27646,18282.50734,18929.55489,20112.07459,21538.61788,22450.8629,23068.39837,23968.81841,25157.85946,25562.43547,25933.88602,26814.55059,27862.54204,28728.57108,30143.32903,31695.17661
Pre-demographic dividend,PRE,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2484.70228,2208.678117,2193.885655,2118.769851,2060.85232,2066.579926,2123.958379,2182.348787,2275.430619,2315.231398,2318.095293,2363.19777,2433.522439,2378.230289,2581.092351,2674.29337,2780.6942,2886.095292,2992.625336,3058.84496,3163.137023,3215.205291,3318.085609,3414.613622,3482.609731,3493.062584,3501.557484,3470.132413,3452.055355
Puerto Rico,PRI,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21712.87114,22056.63535,22914.92885,23778.11961,24544.41217,25424.98318,25723.04094,26728.7961,28045.42636,29409.36444,30287.74908,32131.07638,32383.76296,32380.78885,35206.47455,34556.75301,34214.28522,34015.05632,33584.22724,33108.60376,33139.09747,33404.40016,33820.94281,34105.76892,34254.66569,34497.40051,34728.34367,34634.0291,34273.46094
"Korea, Dem. People’s Rep.",PRK,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Portugal,PRT,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23586.35506,24673.45809,24961.66959,24421.7434,24591.11251,25555.6678,26351.93285,27389.09174,28561.23847,29509.61677,30421.18471,30794.53284,30862.44791,30460.69845,30931.50515,31115.55937,31564.22603,32291.95582,32348.36991,31308.56726,31837.97283,31344.01646,30194.46474,30080.51146,30482.72423,31157.75901,31887.41856,33086.09677,33948.12554
Paraguay,PRY,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8473.858666,8545.455204,8474.050527,8676.654768,8921.526111,9309.270849,9241.44261,9420.592424,9224.468236,8909.189452,8528.323602,8293.230385,8136.299672,8335.628781,8526.162834,8568.198185,8844.750257,9191.811793,9643.109475,9489.225765,10404.80669,10699.71904,10497.02996,11225.44857,11611.91644,11809.94643,12157.3049,12594.34143,12890.30723
West Bank and Gaza,PSE,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,823.3139921,843.3014982,816.1711161,894.8976614,997.3604659,1052.700258,938.3434483,829.5083953,707.5954325,786.4172119,845.8642113,913.5623544,855.7788184,889.1665041,917.6238915,970.8626242,1022.588842,1120.86497,1162.264898,1159.853922,1130.921435,1143.21051,1170.450811,1183.435345,1164.28068
Pacific island small states,PSS,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5379.692211,5245.942147,5443.076382,5491.841087,5659.730947,5764.35882,5891.01711,5718.461317,5746.758074,6033.026448,5892.331693,5918.552671,5999.393003,6036.015341,6234.141623,6267.839484,6327.125276,6283.547175,6296.225572,6120.884306,6221.648981,6368.637493,6366.396379,6511.410671,6713.504616,6912.288357,7028.830909,7238.186909,7340.366977
Post-demographic dividend,PST,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31859.9031,31970.2418,32281.39073,32327.24292,33006.30342,33687.14103,34430.94418,35382.21121,36158.19941,37215.09794,38521.30542,38976.07296,39416.71966,40056.12068,41155.83008,42102.07181,43183.46801,44128.2472,44002.50397,42224.4487,43230.61422,43847.54099,44127.30323,44506.12276,45127.55695,45844.50673,46417.14755,47337.51962,48234.24441
French Polynesia,PYF,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Qatar,QAT,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90883.03674,90964.53556,93564.17248,91220.22719,98423.34029,92095.82794,98326.11918,97375.34976,97171.18504,94440.37084,100691.1758,104091.1037,101020.7827,99133.71865,97938.30523,97305.92555,96060.23538,95058.46834,94502.69082
Romania,ROU,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13313.81421,11695.06192,10766.56294,10946.05431,11392.9979,12127.69353,12637.96897,12059.81596,11839.50435,11813.43961,12119.87731,12931.50594,13921.52516,14350.58153,15937.62859,16784.95358,18240.3225,19850.87881,22063.10222,21020.18322,20320.47379,20830.54429,21358.09929,22190.98821,23033.99878,24038.49351,25337.21002,27298.35472,28554.57773
Russian Federation,RUS,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21714.45297,20572.47947,17575.39079,16070.12626,14067.57879,13481.07429,12993.73873,13197.44004,12518.68356,13361.15438,14759.2208,15577.88245,16385.25072,17661.31761,19009.30348,20303.19614,22040.0955,23954.43155,25211.13053,23237.66502,24272.46223,25296.45459,26188.32536,26603.01082,26315.44104,25652.7776,25690.12568,26079.37331,26669.22218
Rwanda,RWA,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,894.3516845,897.0883998,1003.861194,987.0370016,518.1616958,712.656425,779.890018,831.6413094,834.7248851,808.2992424,828.2145652,866.0137435,957.4707681,963.6800837,1020.736565,1096.292471,1186.655954,1245.501794,1348.061731,1394.483603,1458.512463,1535.732426,1627.902062,1663.446074,1722.629483,1828.306968,1887.889641,1951.175079,2063.81183
South Asia,SAS,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1910.638867,1906.514442,1972.995422,2014.904244,2091.101507,2189.326407,2291.065053,2329.966821,2411.254527,2546.677255,2601.52803,2662.997476,2712.129356,2855.999933,3018.306289,3197.134578,3387.294658,3576.887041,3636.963974,3835.452853,4066.404872,4214.873886,4387.438961,4592.383895,4848.060422,5141.660168,5466.014768,5772.202435,6082.661384
Saudi Arabia,SAU,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41392.52893,46075.12541,46498.5371,44623.50132,43761.32308,42855.78583,43073.11935,42710.8949,43111.06881,40643.83862,41955.19494,40393.97307,38170.23303,41229.79861,43210.25047,44309.51258,44276.89125,43865.8993,45340.10038,43169.52696,44036.76699,46988.98384,48023.98907,47847.63636,48208.51988,48921.22125,48627.14146,47309.1246,47596.7279
Sudan,SDN,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1762.203432,1846.217042,1917.370712,1953.472185,1922.063006,1984.118474,2046.124174,2202.059056,2235.16419,2242.053557,2319.22798,2402.208872,2486.239434,2604.71111,2631.297686,2750.627444,2944.538503,3194.473932,3351.263071,3368.965521,3396.643096,3643.092161,4074.022501,4152.249475,4161.895062,4262.233622,4356.784131,4435.857095,4230.483866
Senegal,SEN,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2317.985856,2306.978076,2267.067966,2230.491133,2168.34748,2224.416815,2212.477196,2227.118547,2303.764806,2393.415627,2412.247436,2462.832002,2419.274182,2517.848196,2599.427136,2676.254867,2671.749637,2730.570158,2766.156225,2748.399713,2769.298328,2733.015967,2793.951005,2793.502865,2895.811204,2994.893865,3097.082945,3224.853177,3348.592793
Singapore,SGP,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37386.33087,38767.9258,40118.43743,43600.09536,46942.9223,48817.53208,50375.25472,52764.76462,49882.67118,52318.18164,56067.74856,53992.1452,55596.04821,58981.09254,63966.91061,67078.88569,70866.70548,74107.83604,71580.01121,69537.46482,78239.60216,81423.74945,82985.41264,85584.04667,87775.1756,89248.9373,90708.23376,93980.94053,96477.21529
Solomon Islands,SLB,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2071.672587,2135.034279,2338.793501,2363.683716,2508.749829,2639.489942,2607.525931,2499.135423,2474.090366,2395.364683,1998.496567,1790.095873,1694.067442,1757.424246,1797.186376,1848.737472,1931.296766,2026.112584,2121.687288,1974.77833,2058.574773,2271.436439,2312.79723,2318.910505,2307.50141,2303.239125,2314.792242,2337.642672,2365.204324
Sierra Leone,SLE,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1460.779275,1485.200652,1203.079743,1224.90398,1206.396042,1111.387658,1128.595714,1056.721025,1064.246707,1024.271182,1063.296966,960.3208991,1162.257754,1213.020939,1237.630244,1244.902517,1256.617092,1321.514616,1360.160211,1372.392285,1413.564177,1469.033003,1654.413417,1953.086941,1997.511853,1551.822009,1610.552727,1642.606593,1663.292393
El Salvador,SLV,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5252.897085,5259.421062,5551.500515,5795.214029,5989.06742,6198.336429,6181.654077,6312.929869,6422.942816,6508.856121,6533.979054,6547.853933,6612.175413,6679.687727,6705.939875,6855.265181,7120.889408,7222.004321,7376.316431,7192.033299,7312.274515,7558.760397,7737.496939,7874.676501,7972.41843,8124.959541,8288.009054,8436.72987,8606.981235
San Marino,SMR,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71753.84498,76345.63839,82278.69459,83126.91997,86637.56686,85813.43016,87935.3122,90767.78787,91712.01435,94042.20079,99531.13419,99940.22471,86043.22224,80952.54915,72310.25503,65927.36002,63048.21947,61731.72909,61497.37414,62415.10644,63037.12578,
Somalia,SOM,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Serbia,SRB,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7978.901341,8180.595555,8792.935387,9040.867411,7971.513457,8617.531084,9063.350505,9717.229326,10167.89322,11113.63405,12278.98095,12957.01279,13847.41506,14692.98229,14349.02988,14512.1501,14925.02203,14895.41442,15401.04238,15227.56564,15574.92669,16179.69162,16599.36856,17423.38564
Sub-Saharan Africa (excluding high income),SSA,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2780.965665,2716.022397,2631.127196,2537.737799,2497.256489,2514.606342,2576.024816,2598.146687,2593.509776,2584.841333,2603.236437,2648.192224,2740.045342,2783.03398,2889.983014,2989.813923,3092.680678,3213.254494,3300.331298,3320.838106,3421.616585,3490.662895,3559.731957,3646.618199,3724.433762,3741.246835,3704.02455,3713.44494,3717.851913
South Sudan,SSD,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sub-Saharan Africa,SSF,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2782.553588,2717.624456,2632.835194,2539.53145,2498.982072,2516.261808,2577.719255,2600.028889,2595.520251,2586.837106,2605.209213,2650.056075,2741.865013,2784.67933,2891.517566,2991.459419,3094.446239,3215.172775,3302.131905,3322.562352,3423.394411,3492.559651,3561.59405,3648.545179,3726.396134,3743.259498,3706.087417,3715.550544,3719.985636
Small states,SST,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11141.23168,11268.68196,11575.29733,11859.4478,12255.21674,12489.89124,12673.55043,13029.472,13342.12488,13730.60657,14190.96932,15053.38066,15555.16439,16664.06129,17661.1079,18328.36758,18072.79897,18907.13189,19709.22674,19987.60604,20211.97652,20439.37399,20566.46387,20573.30415,20623.33302,20682.97939
Sao Tome and Principe,STP,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2566.969682,2580.003241,2695.343756,2738.161608,2862.848359,3042.494009,3054.229674,3211.18202,3200.151367,3328.593537,3396.781692,3431.356365,3527.609928,3688.764858,3757.746868,3841.435423,3915.732379,3944.767884
Suriname,SUR,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11934.045,12023.69466,11852.2528,10867.61897,11054.39745,10885.62344,10838.42249,11306.17411,11423.59767,11129.24438,11228.71135,11562.09715,11746.43031,12340.41296,13233.75166,13669.09421,14294.14196,14851.78221,15289.42667,15569.91288,16188.39719,16941.67172,17202.48005,17511.49184,17366.41585,16597.93348,15515.47419,15622.14234,15767.09487
Slovak Republic,SVK,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12008.81439,12190.5187,12896.08716,13609.78447,14480.05496,15309.82674,15912.51411,15879.44638,16086.44697,16640.29159,17396.99891,18365.75912,19339.20296,20618.10508,22368.20892,24783.90694,26143.15284,24683.98956,26071.81431,26784.06985,27245.43833,27398.75489,28125.57979,29453.76797,30040.45407,30905.90596,32108.05534
Slovenia,SVN,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22122.88711,20141.14521,19068.64672,19657.63651,20728.86288,21575.57805,22280.57329,23437.18757,24258.63394,25534.02039,26393.46361,27199.55277,28118.19574,28933.11651,30175.02873,31266.86349,32958.23905,35062.1581,36235.43582,33198.79016,33498.49934,33716.91778,32758.1081,32376.96033,33240.49701,33949.60258,34983.79072,36650.80219,38022.04982
Sweden,SWE,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34419.52495,33793.94486,33207.06896,32332.79044,33378.98257,34531.95068,35033.79997,36098.8658,37616.15793,39207.31183,41052.50896,41543.44421,42317.82025,43106.99193,44795.33049,45908.57989,47752.16199,49025.58151,48527.27581,46077.24549,48513.62121,49618.30289,48941.82797,49056.78432,49906.86476,51564.97777,52149.88733,52692.85286,53243.29014
Eswatini,SWZ,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5135.721923,5084.877186,5117.386821,5153.22496,5161.1572,5298.018589,5392.954739,5456.876225,5504.74479,5586.288986,5620.575791,5634.055825,5849.381934,6054.11371,6252.212511,6599.662076,6957.904081,7220.794926,7229.557269,7290.473082,7514.682284,7631.985894,7989.374137,8240.294091,8253.410396,8375.255369,8405.79881,8493.901675,8606.075992
Sint Maarten (Dutch part),SXM,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36715.13992,38092.51175,40584.81932,39717.73974,38074.70596,37570.07228,36652.5608,35757.47183,32256.33331,
Seychelles,SYC,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14456.50213,14659.00467,15636.87908,16263.39636,15709.1012,15352.03167,15872.37654,17563.64452,18670.85041,18650.41773,18764.59463,18322.38572,17986.20502,17119.95748,16693.66919,18112.94773,19408.62928,21322.15605,20402.98388,20098.43314,20708.87813,22937.33325,22999.79999,23937.7375,24629.9925,25276.13363,26063.35159,26861.70032,27571.69474
Syrian Arab Republic,SYR,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Turks and Caicos Islands,TCA,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23300.81929,22251.96224,22123.89394,23181.17738,24140.72007,24804.38133,25477.41616,26431.47219
Chad,TCD,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1003.785205,1055.163078,1103.796154,901.0260628,960.5863828,940.6843031,929.5802424,949.0809504,980.2350807,939.2724539,897.3470374,964.7372585,1007.061969,1111.604237,1430.367443,1618.136135,1572.481877,1569.749848,1564.79183,1577.668806,1732.691294,1676.769051,1765.194708,1804.323751,1866.266488,1857.107337,1687.052642,1587.03106,1580.43434
East Asia & Pacific (IDA & IBRD countries),TEA,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2182.453534,2314.151682,2512.878708,2734.793769,2973.156958,3214.870043,3452.777813,3635.476538,3615.942047,3784.28997,4019.552919,4236.716266,4517.743832,4857.793678,5235.176463,5676.352818,6211.266968,6881.317298,7384.760885,7865.070223,8553.638595,9185.007963,9794.601089,10409.06357,11016.15399,11636.41175,12277.04549,12967.53512,13686.438
Europe & Central Asia (IDA & IBRD countries),TEC,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14984.13306,14058.37395,12606.7347,11855.47949,10673.11598,10532.46854,10536.32151,10823.85975,10713.8237,10977.48964,11801.44159,12172.9281,12794.16207,13605.47996,14687.64778,15641.77793,16860.51416,18131.43908,18900.50531,17835.1604,18576.76375,19516.34184,20044.43993,20613.08363,20909.65836,20946.48809,21228.22063,21955.84379,22548.04392
Togo,TGO,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1346.779144,1306.651472,1228.274798,1021.335011,1148.260641,1207.387271,1277.054618,1416.005746,1339.689915,1330.43173,1281.420553,1256.712417,1271.042609,1322.460347,1276.676272,1185.898054,1185.378633,1140.288968,1154.804287,1186.114587,1224.978428,1268.920508,1316.453369,1360.581278,1404.132938,1447.229049,1489.683845,1516.526046,1552.547672
Thailand,THA,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7101.103372,7618.013365,8151.405383,8744.306566,9357.3662,10016.49061,10465.99039,10057.9684,9178.763307,9488.518558,9808.318932,10052.47853,10582.34095,11258.65461,11884.73206,12302.77595,12836.19502,13458.28713,13618.73345,13456.73339,14397.15461,14448.55594,15422.49379,15765.24839,15851.99919,16283.16978,16767.04584,17381.65431,18042.37788
